Sprint,Jira Key,Issue Type,Task ID,Summary,Assignee,Story,Start Date,Due Date,Story Points,Priority,Local Priority,Main Flow,Status,URL
LCSP Sprint 5,LCSP-58,Story,,Story 8.7: View and Export Redacted Audit Trail,,8.7,2026-09-05,2026-09-07,2,Medium,,,Backlog,https://minhpnq1807.atlassian.net/browse/LCSP-58
LCSP Sprint 5,LCSP-80,Task,MW-doc-001,MW-doc-001: Generate Gap Analysis Document,DthuyInk,8.1,2026-09-07,2026-09-09,1,Medium,P1,false,READY_FOR_DEV,https://minhpnq1807.atlassian.net/browse/LCSP-80
LCSP Sprint 5,LCSP-110,Task,MW-rep-001,MW-rep-001: Gap Analysis Report Worker,anhtunguyen05,8.1,2026-09-08,2026-09-10,1,Medium,P1,false,READY_FOR_DEV,https://minhpnq1807.atlassian.net/browse/LCSP-110
LCSP Sprint 5,LCSP-81,Task,MW-doc-002,MW-doc-002: Generate Final Report Document,DthuyInk,8.3,2026-09-09,2026-09-11,1,Medium,P1,false,READY_FOR_DEV,https://minhpnq1807.atlassian.net/browse/LCSP-81
LCSP Sprint 5,LCSP-111,Task,MW-rep-002,MW-rep-002: Final Report Worker,anhtunguyen05,8.3,2026-09-10,2026-09-12,1,Medium,P1,false,READY_FOR_DEV,https://minhpnq1807.atlassian.net/browse/LCSP-111
LCSP Sprint 5,LCSP-62,Task,MW-aud-001,MW-aud-001: List Audit Events Endpoint,nhibao08,8.6,2026-09-12,2026-09-14,1,Medium,P1,false,READY_FOR_DEV,https://minhpnq1807.atlassian.net/browse/LCSP-62
LCSP Sprint 5,LCSP-63,Task,MW-aud-002,MW-aud-002: Export Audit Trail Endpoint,nhibao08,8.7,2026-09-13,2026-09-15,1,Medium,P1,false,READY_FOR_DEV,https://minhpnq1807.atlassian.net/browse/LCSP-63
LCSP Sprint 5,LCSP-112,Task,MW-rep-003,MW-rep-003: Audit Export Worker,anhtunguyen05,8.7,2026-09-14,2026-09-16,1,Medium,P1,false,READY_FOR_DEV,https://minhpnq1807.atlassian.net/browse/LCSP-112
Backlog,LCSP-1,Epic,,Module: ai-usage-flow,,,2026-07-04,2026-09-16,8,Highest,P0,true,Backlog,https://minhpnq1807.atlassian.net/browse/LCSP-1
Backlog,LCSP-3,Epic,,Module: assessment,,,2026-07-04,2026-09-16,8,Highest,P0,true,Backlog,https://minhpnq1807.atlassian.net/browse/LCSP-3
Backlog,LCSP-4,Epic,,Module: audit,,,2026-07-04,2026-09-16,8,Medium,P1,false,Backlog,https://minhpnq1807.atlassian.net/browse/LCSP-4
Backlog,LCSP-5,Epic,,Module: auth-workspace,,,2026-07-04,2026-09-16,13,High,P0,false,Backlog,https://minhpnq1807.atlassian.net/browse/LCSP-5
Backlog,LCSP-6,Epic,,Module: classification,,,2026-07-04,2026-09-16,8,Highest,P0,true,Backlog,https://minhpnq1807.atlassian.net/browse/LCSP-6
Backlog,LCSP-7,Epic,,Module: document,,,2026-07-04,2026-09-16,8,Highest,P1,true,Backlog,https://minhpnq1807.atlassian.net/browse/LCSP-7
Backlog,LCSP-8,Epic,,Module: evidence,,,2026-07-04,2026-09-16,8,Highest,P0,true,Backlog,https://minhpnq1807.atlassian.net/browse/LCSP-8
Backlog,LCSP-9,Epic,,Module: github-integration,,,2026-07-04,2026-09-16,13,Highest,P0,true,Backlog,https://minhpnq1807.atlassian.net/browse/LCSP-9
Backlog,LCSP-10,Epic,,Module: platform/audit-writer,,,2026-07-04,2026-09-16,8,Highest,P0,true,Backlog,https://minhpnq1807.atlassian.net/browse/LCSP-10
Backlog,LCSP-11,Epic,,Module: platform/config,,,2026-07-04,2026-09-16,8,Highest,P0,true,Backlog,https://minhpnq1807.atlassian.net/browse/LCSP-11
Backlog,LCSP-12,Epic,,Module: platform/outbox,,,2026-07-04,2026-09-16,8,Highest,P0,true,Backlog,https://minhpnq1807.atlassian.net/browse/LCSP-12
Backlog,LCSP-13,Epic,,Module: platform/pbac,,,2026-07-04,2026-09-16,13,Highest,P0,true,Backlog,https://minhpnq1807.atlassian.net/browse/LCSP-13
Backlog,LCSP-14,Epic,,Module: python-workers/classification,,,2026-07-04,2026-09-16,8,High,P0,false,Backlog,https://minhpnq1807.atlassian.net/browse/LCSP-14
Backlog,LCSP-15,Epic,,Module: python-workers/intelligence,,,2026-07-04,2026-09-16,13,High,P0,false,Backlog,https://minhpnq1807.atlassian.net/browse/LCSP-15
Backlog,LCSP-16,Epic,,Module: python-workers/legal,,,2026-07-04,2026-09-16,8,High,P0,false,Backlog,https://minhpnq1807.atlassian.net/browse/LCSP-16
Backlog,LCSP-17,Epic,,Module: python-workers/llm,,,2026-07-04,2026-09-16,8,High,P0,false,Backlog,https://minhpnq1807.atlassian.net/browse/LCSP-17
Backlog,LCSP-18,Epic,,Module: python-workers/platform,,,2026-07-04,2026-09-16,13,High,P0,false,Backlog,https://minhpnq1807.atlassian.net/browse/LCSP-18
Backlog,LCSP-19,Epic,,Module: python-workers/reporting,,,2026-07-04,2026-09-16,8,Medium,P1,false,Backlog,https://minhpnq1807.atlassian.net/browse/LCSP-19
Backlog,LCSP-20,Epic,,Module: python-workers/scanner,,,2026-07-04,2026-09-16,13,High,P0,false,Backlog,https://minhpnq1807.atlassian.net/browse/LCSP-20
Backlog,LCSP-21,Epic,,Module: qa,,,2026-07-04,2026-09-16,8,Highest,P0,true,Backlog,https://minhpnq1807.atlassian.net/browse/LCSP-21
Backlog,LCSP-22,Epic,,Module: reconciliation,,,2026-07-04,2026-09-16,13,Highest,P0,true,Backlog,https://minhpnq1807.atlassian.net/browse/LCSP-22
Backlog,LCSP-23,Epic,,Module: scan,,,2026-07-04,2026-09-16,8,Highest,P0,true,Backlog,https://minhpnq1807.atlassian.net/browse/LCSP-23
Backlog,LCSP-24,Epic,,Module: web,,,2026-07-04,2026-09-16,13,High,P0,false,Backlog,https://minhpnq1807.atlassian.net/browse/LCSP-24
Backlog,LCSP-25,Epic,,Module: wizard,,,2026-07-04,2026-09-16,13,High,P0,false,Backlog,https://minhpnq1807.atlassian.net/browse/LCSP-25
